,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state
202,5.7%,"Madison, WI",Ale Asylum,N/A,2501,Hopalicious,12 oz.,American Pale Ale (APA),44.9411764706,5.7,WI
203,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,2500,Tropical Saison,16 oz.,Saison / Farmhouse Ale,28.3913043478,6.5,MI
204,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,2499,Beach Patrol,16 oz.,Witbier,16.44,6.5,MI
205,5.0%,"Grand Rapids, MI",Brewery Vivant,N/A,2498,Nuit Serpent,16 oz.,Belgian IPA,57.0,5.0,MI
206,6.3%,"Warrenville, IL",Two Brothers Brewing Company,69,2497,Wobble,16 oz.,American IPA,69.0,6.3,IL
207,6.0%,"Duluth, MN",Bent Paddle Brewing Company,N/A,2496,Cold Press,12 oz.,American Black Ale,68.9,6.0,MN
208,5.2%,"Detroit, MI",Atwater Brewery,N/A,2495,Michelada,16 oz.,Fruit / Vegetable Beer,14.2,5.2,MI
209,5.8%,"Kalamazoo, MI",Bell's Brewery,N/A,2494,Oberon,12 OZ.,American Pale Wheat Ale,20.6885245902,5.8,MI
210,6.8%,"Portage, MI",Latitude 42 Brewing Company,N/A,2493,I.P. Eh!,12 oz.,American IPA,67.634551495,6.8,MI
211,5.0%,"Portage, MI",Latitude 42 Brewing Company,N/A,2492,Schoolhouse Honey,12 oz.,American Amber / Red Ale,36.2987012987,5.0,MI
212,5.5%,"Portage, MI",Latitude 42 Brewing Company,N/A,2491,10 Degrees of Separation,12 oz.,English Brown Ale,23.2,5.5,MI
217,4.7%,"San Francisco, CA",Speakasy Ales & Lagers,35,2486,Baby Daddy Session IPA,12 oz.,American IPA,35.0,4.7,CA
218,4.8%,"Sheridan, WY",Black Tooth Brewing Company,16,2485,Saddle Bronc Brown Ale,12 oz. ,American Brown Ale,16.0,4.8,WY
219,4.6%,"Sheridan, WY",Black Tooth Brewing Company,20,2484,Bomber Mountain Amber Ale,12 oz.,American Amber / Red Ale,20.0,4.6,WY
220,6.8%,"Portland, OR",Hopworks Urban Brewery,N/A,2483,Hard Cider,16 oz.,Cider,0.0,6.8,OR
221,2.7%,"Portland, OR",Hopworks Urban Brewery,21,2482,Totally Radler,16 oz.,Radler,21.0,2.7,OR
222,9.0%,"Grand Rapids, MI",Brewery Vivant,N/A,2481,Paris,16 oz.,Saison / Farmhouse Ale,28.3913043478,9.0,MI
223,4.5%,"Stevens Point, WI",James Page Brewing Company,N/A,2480,Healani,12 oz.,Hefeweizen,17.5925925926,4.5,WI
224,4.2%,"Brooklyn, NY",Sixpoint Craft Ales,16,2479,Jammer,12 oz. Slimline,Gose,16.0,4.2,NY
225,5.5%,"Michigan City, IN",Burn 'Em Brewing,40,2478,Pale Alement,12 oz.,American Pale Ale (APA),40.0,5.5,IN
226,5.2%,"Denver, CO",Epic Brewing,N/A,2477,Lil' Brainless Raspberries,12 oz.,Fruit / Vegetable Beer,14.2,5.2,CO
227,5.5%,"Grand Rapids, MI",Brewery Vivant,N/A,2476,The Grand Army,16 oz.,Belgian IPA,57.0,5.5,MI
228,4.5%,"Fort Collins, CO",New Belgium Brewing Company,40,2475,Slow Ride,12 oz.,American IPA,40.0,4.5,CO
229,5.2%,"Chico, CA",Sierra Nevada Brewing Company,N/A,2474,Nooner,12 oz.,German Pilsener,34.1764705882,5.2,CA
230,4.7%,"St. Paul, MN",Summit Brewing Company,55,2473,Hopvale Organic Ale,16 oz.,American Pale Ale (APA),55.0,4.7,MN
232,9.9%,"Michigan City, IN",Burn 'Em Brewing,115,2471,Hopkick Dropkick,12 oz.,American Double / Imperial IPA,115.0,9.9,IN
233,6.0%,"Michigan City, IN",Burn 'Em Brewing,N/A,2470,Kreamed Corn,12 oz.,Cream Ale,20.3333333333,6.0,IN
234,6.2%,"Holland, MI",Big Lake Brewing,N/A,2469,Ryecoe,16 oz.,American IPA,67.634551495,6.2,MI
235,5.3%,"Traverse City, MI",Brewery Terra Firma,N/A,2468,Manitou Amber,16 oz.,American Amber / Red Ale,36.2987012987,5.3,MI
236,5.9%,"Grand Rapids, MI",Brewery Vivant,N/A,2467,Acidulated Trip,16 oz.,Saison / Farmhouse Ale,28.3913043478,5.9,MI
237,6.6%,"Grand Rapids, MI",Brewery Vivant,N/A,2466,Root Stock,16 oz.,Rye Beer,52.0,6.6,MI
238,4.1%,"Grand Rapids, MI",Brewery Vivant,N/A,2465,Mind Games,16 oz.,Dunkelweizen,16.0,4.1,MI
239,6.5%,"Michigan City, IN",Burn 'Em Brewing,N/A,2464,Coconoats,16 oz.,American Pale Wheat Ale,20.6885245902,6.5,IN
240,7.5%,"Paso Robles, CA",Firestone Walker Brewing Company,75,2463,Union Jack,12 oz.,American IPA,75.0,7.5,CA
241,5.3%,"Paso Robles, CA",Firestone Walker Brewing Company,N/A,2462,Pivo Pils,12 oz.,German Pilsener,34.1764705882,5.3,CA
242,5.8%,"Westerly, RI",Grey Sail Brewing Company,N/A,2461,Autumn Winds Fest Beer,16 oz,Märzen / Oktoberfest,22.9047619048,5.8,RI
243,6.3%,"Kirkwood, MO",Kirkwood Station Brewing Company,65,2460,India Pale Ale,16 oz.,American IPA,65.0,6.3,MO
244,4.8%,"Kirkwood, MO",Kirkwood Station Brewing Company,11,2459,Blackberry Wheat,16 oz.,American Pale Wheat Ale,11.0,4.8,MO
245,7.5%,"Dripping Springs, TX",Twisted X Brewing Company,63,2458,Chupahopra,12 oz.,American IPA,63.0,7.5,TX
246,5.4%,"Chicago, IL",Goose Island Brewing Company,30,2457,312 Urban Pale Ale,16 oz.,American Pale Ale (APA),30.0,5.4,IL
247,6.1%,"East Windsor, CT",Broad Brook Brewing LLC,N/A,2456,Broad Brook Ale,16 oz.,American Amber / Red Ale,36.2987012987,6.1,CT
248,4.5%,"Wilkes-Barre, PA",The Lion Brewery,N/A,2455,Lionshead,12 oz.,American Pilsner,24.8,4.5,PA
249,9.9%,"Cincinnati, OH",Madtree Brewing Company,N/A,2454,Galaxy High,12 oz.,American Double / Imperial IPA,93.5394736842,9.9,OH
250,5.5%,"Athens, OH",Jackie O's Pub & Brewery,N/A,2453,Razz Wheat,12 oz.,Fruit / Vegetable Beer,14.2,5.5,OH
251,5.7%,"Cincinnati, OH",Rhinegeist Brewery,42,2452,Hustle,12 oz.,American Amber / Red Ale,42.0,5.7,OH
252,5.5%,"Cincinnati, OH",Rhinegeist Brewery,42,2451,Pure Fury,12 oz.,American Pale Ale (APA),42.0,5.5,OH
253,5.2%,"Dayton, OH",Warped Wing Brewing Company,67,2450,Self Starter,16 oz.,American IPA,67.0,5.2,OH
254,7.3%,"Marquette, MA",Blackrocks Brewery,N/A,2449,Flying Sailor,12 oz.,Rye Beer,52.0,7.3,MA
255,7.0%,"Bridgman, MI",Tapistry Brewing,N/A,2448,Reactor,16 oz.,American IPA,67.634551495,7.0,MI
256,5.7%,"Bridgman, MI",Tapistry Brewing,N/A,2447,Mr. Orange,16 oz.,Witbier,16.44,5.7,MI
257,5.8%,"Morganton, NC",Catawba Valley Brewing Company,N/A,2446,Peanut Butter Jelly Time,12 oz.,American Brown Ale,30.0256410256,5.8,NC
258,8.2%,"Hershey, PA",Tröegs Brewing Company,N/A,2445,Troegenator,16 oz.,Doppelbock,24.5,8.2,PA
259,7.5%,"Hershey, PA",Tröegs Brewing Company,93,2444,Nugget Nectar,16 oz.,American Amber / Red Ale,93.0,7.5,PA
260,8.0%,"Brooklyn, NY",Sixpoint Craft Ales,N/A,2443,Abigale,12 oz.,Belgian Pale Ale,23.875,8.0,NY
261,5.0%,"San Diego, CA",Mission Brewery,N/A,2442,Cortez Gold,32 oz.,Belgian Pale Ale,23.875,5.0,CA
262,6.8%,"San Diego, CA",Mission Brewery,66,2441,Mission IPA,32 oz.,American IPA,66.0,6.8,CA
263,8.9%,"Cincinnati, OH",Christian Moerlein Brewing Company,126,2440,Bay of Bengal Double IPA (2014),12 oz.,American Double / Imperial IPA,126.0,8.9,OH
264,9.0%,"Lexington, KY",West Sixth Brewing,N/A,2439,Christmas Ale,12 oz.,Herbed / Spiced Beer,22.2,9.0,KY
265,4.6%,"Newport, RI",Coastal Extreme Brewing Company,11,2438,Rhode Island Blueberry,12 oz.,Kölsch,11.0,4.6,RI
266,6.5%,"Newport, RI",Coastal Extreme Brewing Company,75,2437,Newport Storm IPA,12 oz.,American IPA,75.0,6.5,RI
267,5.1%,"Anchorage, AK",King Street Brewing Company,N/A,2436,Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.1,AK
268,5.0%,"Lowell, MA",Beer Works Brewery,10,2435,Watermelon Ale,12 oz.,Fruit / Vegetable Beer,10.0,5.0,MA
269,5.7%,"Lone Tree, CO",Lone Tree Brewing Company,40,2434,Peach Pale Ale,12 oz.,American Pale Ale (APA),40.0,5.7,CO
270,8.2%,"Grand Rapids, MI",Brewery Vivant,N/A,2433,Sous Chef,16 oz.,Belgian Strong Pale Ale,25.0,8.2,MI
271,7.0%,"Mishawaka, IN",Evil Czech Brewery,61,2432,White Reaper,16 oz.,Belgian IPA,61.0,7.0,IN
272,5.1%,"Mishawaka, IN",Evil Czech Brewery,N/A,2431,Bobblehead,16 oz.,American Pale Wheat Ale,20.6885245902,5.1,IN
273,5.2%,"Mishawaka, IN",Evil Czech Brewery,N/A,2430,Lucky Dog,16 oz.,American Pale Ale (APA),44.9411764706,5.2,IN
274,4.8%,"Mishawaka, IN",Evil Czech Brewery,N/A,2429,Voodoo,16 oz.,American Porter,32.2368421053,4.8,IN
275,6.0%,"Columbus, OH",Four String Brewing Company,N/A,2428,Four String Vanilla Porter,12 oz. ,American Porter,32.2368421053,6.0,OH
276,5.0%,"Columbus, OH",Four String Brewing Company,28,2427,Suncaster Summer Wheat,12 oz.,American Pale Wheat Ale,28.0,5.0,OH
277,6.7%,"Pineland, ME",Glabrous Brewing Company,70,2426,Clean Shave IPA,12 oz.,American IPA,70.0,6.7,ME
278,5.7%,"Columbus, OH",Four String Brewing Company,36,2425,Brass Knuckle Pale Ale,12 oz. ,American Pale Ale (APA),36.0,5.7,OH
279,7.0%,"Columbus, OH",Four String Brewing Company,70,2424,Big Star White IPA,12 oz.,American White IPA,70.0,7.0,OH
280,5.8%,"Lowell, MA",Beer Works Brewery,45,2423,Fenway American Pale Ale,12 oz.,American Pale Ale (APA),45.0,5.8,MA
281,6.6%,"Eagle, CO",Bonfire Brewing Company,72,2422,Firestarter India Pale Ale,12 oz.,American IPA,72.0,6.6,CO
282,5.1%,"Bloomfield, CT",Thomas Hooker Brewing Company,11,2421,Watermelon Ale,12 oz.,Fruit / Vegetable Beer,11.0,5.1,CT
283,6.8%,"Lowell, MA",Beer Works Brewery,85,2420,Back Bay IPA,12 oz.,American IPA,85.0,6.8,MA
284,4.8%,"Lowell, MA",Beer Works Brewery,16,2419,Bunker Hill Blueberry Ale ,12 oz.,Other,16.0,4.8,MA
285,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,2418,Dubbelicious,16 oz.,Dubbel,21.0,6.5,MI
286,6.5%,"North Woodstock, NH","Woodstock Inn, Station & Brewery",82,2417,4000 Footer IPA,12 oz.,American IPA,82.0,6.5,NH
287,6.2%,"Grand Rapids, MI",Brewery Vivant,N/A,2416,Psychopomp,16 oz.,Belgian Dark Ale,29.6666666667,6.2,MI
288,8.3%,"St. Paul, MN",Summit Brewing Company,100,2415,Unchained #18 Hop Silo,16 oz.,American Double / Imperial IPA,100.0,8.3,MN
289,5.0%,"Denver, CO",Renegade Brewing Company,40,2414,Consilium,12 oz.,American Pale Ale (APA),40.0,5.0,CO
290,5.2%,"Vista, CA",Mother Earth Brew Company,21,2413,Cali Creamin',12 oz.,Cream Ale,21.0,5.2,CA
291,4.5%,"Temecula, CA",Black Market Brewing Company,16,2412,Deception,12 oz.,American Blonde Ale,16.0,4.5,CA
292,5.2%,"Yardley, PA",Vault Brewing Company,N/A,2411,Nitro Can Coffee Stout,12 oz.,American Stout,43.0,5.2,PA
293,7.2%,"Duluth, MN",Bent Paddle Brewing Company,87,2410,Harness the Winter,12 oz.,American IPA,87.0,7.2,MN
294,5.7%,"Brooklyn Center, MN",Surly Brewing Company,N/A,2409,Doomtree,16 oz.,Extra Special / Strong Bitter (ESB),45.7142857143,5.7,MN
295,6.9%,"Laurel, MD",Jailbreak Brewing Company,N/A,2408,Welcome to Scoville,12 oz,American IPA,67.634551495,6.9,MD
296,7.0%,"Norfolk, VA",Smartmouth Brewing Company,88,2407,Rule G IPA,12 oz.,American IPA,88.0,7.0,VA
297,5.8%,"Norfolk, VA",Smartmouth Brewing Company,35,2406,Murphy's Law,12 oz.,American Amber / Red Ale,35.0,5.8,VA
298,6.2%,"Norfolk, VA",Smartmouth Brewing Company,33,2405,Alter Ego ,12 oz.,Saison / Farmhouse Ale,33.0,6.2,VA
299,4.9%,"Portland, OR",Base Camp Brewing Co.,22,2404,Hop in the ‘Pool Helles,12 oz.,American Pilsner,22.0,4.9,OR
300,4.0%,"Portland, OR",Alameda Brewing,20,2403,P-Town Pilsner,12 oz.,American Pilsner,20.0,4.0,OR
301,5.3%,"Portland, OR",Alameda Brewing,36,2402,Klickitat Pale Ale,12 oz.,American Pale Ale (APA),36.0,5.3,OR
302,8.2%,"Portland, OR",Alameda Brewing,103,2401,Yellow Wolf Imperial IPA,12 oz.,American Double / Imperial IPA,103.0,8.2,OR
303,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2400,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
304,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2399,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
305,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2398,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
306,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2397,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
307,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2396,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
308,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2395,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
309,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2394,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
310,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2393,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
311,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2392,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
312,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2391,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
313,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2390,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
314,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2389,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale,20.0,3.9,OR
315,5.8%,"Portland, OR",Hopworks Urban Brewery,60,2388,Rise Up Red,16 oz.,American Amber / Red Ale,60.0,5.8,OR
316,6.5%,"Conroe, TX",Southern Star Brewing Company,45,2387,Pine Belt Pale Ale,12 oz.,American Pale Ale (APA),45.0,6.5,TX
317,6.5%,"Durango, CO",Steamworks Brewing Company,65,2386,Third Eye Enlightened Pale Ale,12 oz.,American Pale Ale (APA),65.0,6.5,CO
318,5.6%,"Milwaukee, WI",Horny Goat Brew Pub,N/A,2385,Watermelon Wheat,12 oz.,American Pale Wheat Ale,20.6885245902,5.6,WI
319,5.1%,"Milwaukee, WI",Horny Goat Brew Pub,17,2384,Laka Laka Pineapple,12 oz.,Hefeweizen,17.0,5.1,WI
320,6.0%,"Milwaukee, WI",Horny Goat Brew Pub,N/A,2383,Oktoberfest,16 oz.,Märzen / Oktoberfest,22.9047619048,6.0,WI
323,5.7%,"Cheboygan, MI",Cheboygan Brewing Company,58,2380,IPA #11,16 oz.,American IPA,58.0,5.7,MI
324,5.7%,"Cheboygan, MI",Cheboygan Brewing Company,10,2379,Blood Orange Honey,16 oz.,Fruit / Vegetable Beer,10.0,5.7,MI
325,5.0%,"Ashland, VA",Center of the Universe Brewing C...,40,2377,Main St. Virginia Ale,12 oz.,Altbier,40.0,5.0,VA
326,4.9%,"Ipswich, MA",Ipswich Ale Brewery,N/A,2376,Summer Ale,12 oz,American Blonde Ale,20.9032258065,4.9,MA
327,4.5%,"Birmingham, MI",Griffin Claw Brewing Company,6,2375,Mr. Blue Sky,16 oz.,American Pale Wheat Ale,6.0,4.5,MI
328,5.2%,"Houston, TX",Karbach Brewing Company,16,2374,Weisse Versa (2012),12 oz.,Hefeweizen,16.0,5.2,TX
329,6.2%,"Export, PA",Rivertowne Brewing Company,N/A,2373,Oktoberfest,12 oz.,Märzen / Oktoberfest,22.9047619048,6.2,PA
330,6.0%,"Austin, TX",Uncle Billy's Brewery and Smokeh...,75,2372,The Green Room,16 oz.,American IPA,75.0,6.0,TX
331,6.0%,"Dallas, TX",Deep Ellum Brewing Company,N/A,2371,Neato Bandito,12 oz.,Euro Pale Lager,22.0,6.0,TX
332,4.4%,"Blanco, TX",Real Ale Brewing Company,5,2370,18th Anniversary Gose,12 oz.,Gose,5.0,4.4,TX
333,5.0%,"St Mary's, PA",Straub Brewery,N/A,2369,Straub Beer (Current),12 oz.,American Adjunct Lager,11.0,5.0,PA
334,6.8%,"Wolcott, CT",Shebeen Brewing Company,N/A,2368,Black Hop IPA,12 oz.,American Black Ale,68.9,6.8,CT
335,4.7%,"Austin, TX",Uncle Billy's Brewery and Smokeh...,25,2367,Humbucker Helles,16 oz.,Maibock / Helles Bock,25.0,4.7,TX
336,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,2366,Point Special (Current),12 oz.,American Adjunct Lager,9.0,4.7,WI
337,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,2365,Point Special,12 oz.,American Adjunct Lager,9.0,4.7,WI
339,6.5%,"Athens, OH",Jackie O's Pub & Brewery,N/A,2363,Hop Ryot,12 oz.,American IPA,67.634551495,6.5,OH
340,7.5%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,72,2362,2014 IPA Cicada Series,16 oz.,American IPA,72.0,7.5,MS
341,9.9%,"Monroe, WI",Minhas Craft Brewery,N/A,2361,Axe Head Malt Liquor,24 oz.,American Malt Liquor,0.0,9.9,WI
342,5.9%,"Dillon, CO",Pug Ryan's Brewery,14,2360,Morning Wood Wheat (Current),12 oz.,American Pale Wheat Ale,14.0,5.9,CO
343,5.4%,"Monroe, WI",Minhas Craft Brewery,N/A,2359,Huber Bock (2014),16 oz.,Bock,25.0,5.4,WI
344,4.0%,"Monroe, WI",Minhas Craft Brewery,N/A,2358,Minhas Light (2012),12 oz.,Light Lager,11.6666666667,4.0,WI
345,6.5%,"Austin, TX",Hops & Grains Brewing Company,N/A,2357,Porter Culture,12 oz.,American Porter,32.2368421053,6.5,TX
346,7.0%,"Lexington, KY",West Sixth Brewing,N/A,2356,Pay It Forward Cocoa Porter,12 oz.,American Porter,32.2368421053,7.0,KY
347,7.5%,"Edwards, CO",Crazy Mountain Brewing Company,25,2355,Old Soul,12 oz.,Belgian Strong Pale Ale,25.0,7.5,CO
348,5.2%,"Cheboygan, MI",Cheboygan Brewing Company,N/A,2354,Lighthouse Amber,16 oz.,Altbier,34.125,5.2,MI
349,6.9%,"Ada, MI",Sietsema Orchards and Cider Mill,N/A,2353,Sietsema Red Label,16 oz.,Cider,0.0,6.9,MI
350,5.3%,"St Paul, MN",Summit Brewing Company,49,2352,Extra Pale Ale,12 oz.,American Pale Ale (APA),49.0,5.3,MN
351,5.0%,"Springdale, AR",Core Brewing & Distilling Company,N/A,2351,Behemoth,12 oz.,American Pilsner,24.8,5.0,AR
352,4.8%,"Austin, TX",Independence Brewing Company,32,2350,Oklahoma Suks,12 oz.,American Amber / Red Ale,32.0,4.8,TX
353,5.5%,"Tampa, FL",Cigar City Brewing Company,25,2349,Cubano Espresso,12 oz.,Bock,25.0,5.5,FL
354,8.0%,"Weston, MO",Weston Brewing Company,N/A,2348,Rip Van Winkle (Current),12 oz.,Bock,25.0,8.0,MO
355,4.8%,"Cold Spring, MN",Third Street Brewhouse,18,2347,Hunny Do Wheat,12 oz.,American Pale Wheat Ale,18.0,4.8,MN
356,7.7%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,65,2346,Sinister Minister Black IPA,16 oz.,American IPA,65.0,7.7,MS
357,3.7%,"Providence, RI",Narragansett Brewing Company,10,2345,Gansett Light,16 oz.,Light Lager,10.0,3.7,RI
359,7.5%,"Weston, MO",Weston Brewing Company,89,2343,O’Malley’s IPA,12 oz.,American IPA,89.0,7.5,MO
361,4.9%,"Weston, MO",Weston Brewing Company,28,2341,L'il Lucy's Hot Pepper Ale,12 oz.,Chile Beer,28.0,4.9,MO
362,5.2%,"Weston, MO",Weston Brewing Company,N/A,2340,Drop Kick Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.2,MO
363,6.3%,"Loveland, CO",Grimm Brothers Brewhouse,43,2339,Little Red Cap,12 oz.,Altbier,43.0,6.3,CO
364,4.8%,"Nantucket, MA",Cisco Brewers,N/A,2338,Shark Tracker Light lager,12 oz.,Light Lager,11.6666666667,4.8,MA
365,6.0%,"Hayward, WI",Angry Minnow,N/A,2337,Charlie's Rye IPA,16 oz.,American IPA,67.634551495,6.0,WI
366,5.0%,"Cleveland, OH",Platform Beer Company,N/A,2336,New Cleveland Palesner,12 oz.,American Pilsner,24.8,5.0,OH
367,9.2%,"Arvada, CO",Odyssey Beerwerks,72,2335,Perpetual Darkness,12 oz.,Belgian Strong Dark Ale,72.0,9.2,CO
368,8.7%,"Arvada, CO",Odyssey Beerwerks,29,2334,Clan Warrior,12 oz. ,Scotch Ale / Wee Heavy,29.0,8.7,CO
369,5.4%,"Arvada, CO",Odyssey Beerwerks,36,2333,Psycho Penguin Vanilla Porter,12 oz.,American Porter,36.0,5.4,CO
370,6.0%,"Raleigh, NC",Lonerider Brewing Company,N/A,2332,Deadeye Jack,12 oz. ,American Porter,32.2368421053,6.0,NC
371,6.7%,"Eugene, OR",Oakshire Brewing,70,2331,Watershed IPA,12 oz.,American IPA,70.0,6.7,OR
372,7.5%,"Raleigh, NC",Lonerider Brewing Company,N/A,2330,Pistols at Dawn,16 oz.,American Stout,43.0,7.5,NC
373,5.7%,"Raleigh, NC",Lonerider Brewing Company,47,2329,Peacemaker Pale Ale,12 oz.,American Pale Ale (APA),47.0,5.7,NC
374,5.8%,"Raleigh, NC",Lonerider Brewing Company,11,2327,Shotgun Betty,12 oz.,Hefeweizen,11.0,5.8,NC
375,6.1%,"Raleigh, NC",Lonerider Brewing Company,30,2326,Sweet Josie,12 oz.,American Brown Ale,30.0,6.1,NC
376,6.0%,"Kalamazoo, MI",Bell's Brewery,N/A,2325,Smitten,16 oz.,Rye Beer,52.0,6.0,MI
377,5.5%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2324,Cast Iron Oatmeal Brown,12 oz.,American Brown Ale,30.0256410256,5.5,MO
378,6.7%,"Portland, OR",Base Camp Brewing Co.,60,2323,Ultra Gnar Gnar IPA,12 oz.,American IPA,60.0,6.7,OR
380,5.5%,"Baton Rouge, LA",Tin Roof Brewing Company,N/A,2321,Turnrow Harvest Ale,12 oz.,American Blonde Ale,20.9032258065,5.5,LA
381,5.3%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,45,2320,Jack the Sipper,12 oz.,Extra Special / Strong Bitter (ESB),45.0,5.3,MS
382,4.0%,"Sisters, OR",Three Creeks Brewing,18,2319,Knotty Blonde Ale,12 oz.,American Blonde Ale,18.0,4.0,OR
383,6.0%,"Corvallis, OR",2 Towns Ciderhouse,N/A,2318,Ginja Ninja,12 ounce,Cider,0.0,6.0,OR
384,6.2%,"Sisters, OR",Three Creeks Brewing,40,2317,Fivepine Chocolate Porter,12 oz.,American Porter,40.0,6.2,OR
385,6.2%,"Sisters, OR",Three Creeks Brewing,82,2316,Hoodoo Voodoo IPA,12 oz.,American IPA,82.0,6.2,OR
386,6.8%,"Ashland, OR",Caldera Brewing Company,100,2315,Hopportunity Knocks IPA,12 oz.,American IPA,100.0,6.8,OR
387,5.7%,"Lewisburg, WV",Greenbrier Valley Brewing Company,44,2314,Wild Trail Pale Ale,12 oz.,American Pale Ale (APA),44.0,5.7,WV
388,6.7%,"Lewisburg, WV",Greenbrier Valley Brewing Company,71,2313,Mothman Black IPA,12 oz.,American Black Ale,71.0,6.7,WV
389,6.1%,"Phoenix, AZ",Phoenix Ale Brewery,60,2312,Camelback,12 oz.,American IPA,60.0,6.1,AZ
390,5.4%,"Flagstaff, AZ",Lumberyard Brewing Company,N/A,2311,Knotty Pine,12 oz.,American Pale Ale (APA),44.9411764706,5.4,AZ
391,5.0%,"Salt Lake City, UT",Uinta Brewing Company,10,2310,PUNK'N,12 oz.,Pumpkin Ale,10.0,5.0,UT
392,5.2%,"Tempe, AZ",Four Peaks Brewing Company,17,2309,Sunbru Kölsch,12 oz.,Kölsch,17.0,5.2,AZ
393,5.0%,"Fort Worth, TX",Martin House Brewing Company,20,2308,River House,16 oz.,Saison / Farmhouse Ale,20.0,5.0,TX
394,3.8%,"Traverse City, MI",Right Brain Brewery,N/A,2307,Smooth Operator,16 oz.,Cream Ale,20.3333333333,3.8,MI
395,2.8%,"North Woodstock, NH","Woodstock Inn, Station & Brewery",15,2306,Summer Brew,12 oz.,American Pilsner,15.0,2.8,NH
396,6.0%,"Phoenixville, PA",Sly Fox Brewing Company,70,2305,Homefront IPA,12 oz.,American IPA,70.0,6.0,PA
397,7.1%,"Lansdale, PA",Round Guys Brewing,36,2304,Sundown,12 oz.,Saison / Farmhouse Ale,36.0,7.1,PA
398,5.3%,"Aurora, IN",Great Crescent Brewery,22,2303,Beer Agent Re-Ignition,16 oz.,American Blonde Ale,22.0,5.3,IN
399,4.9%,"Longmont, CO",Oskar Blues Brewery,35,2302,Pinner Throwback IPA,12 oz.,American IPA,35.0,4.9,CO
400,5.5%,"Austin, TX",Independence Brewing Company,42,2301,Power & Light,12 oz.,American Pale Ale (APA),42.0,5.5,TX
401,6.5%,"West Chester, PA",Boxcar Brewing Company,N/A,2300,1492,12 oz.,American Pale Ale (APA),44.9411764706,6.5,PA
402,5.8%,"West Chester, PA",Boxcar Brewing Company,N/A,2299,Mango Ginger,12 oz.,American IPA,67.634551495,5.8,PA
403,4.7%,"West Chester, PA",Boxcar Brewing Company,N/A,2298,Passenger,12 oz.,English Dark Mild Ale,22.0,4.7,PA
404,5.8%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,60,2297,Devil's Harvest Extra Pale Ale,12 oz.,American Pale Ale (APA),60.0,5.8,MS
405,5.0%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,20,2296,Suzy B Dirty Blonde Ale,12 oz.,American Blonde Ale,20.0,5.0,MS
406,6.3%,"Windsor, CO",High Hops Brewery,21,2295,The Golden One,12 oz.,American Pilsner,21.0,6.3,CO
407,7.0%,"Windsor, CO",High Hops Brewery,68,2294,The Power of Zeus,12 oz.,American Pale Ale (APA),68.0,7.0,CO
408,4.9%,"Garden City, ID",Crooked Fence Brewing Company,25,2293,Aviator Raspberry Blonde,12 oz.,American Blonde Ale,25.0,4.9,ID
409,4.3%,"White Salmon, WA",Everybody's Brewing,60,2292,Little Sister India Style Session Ale,12 oz.,American IPA,60.0,4.3,WA
